score_key,eta2,f1,accuracy,precision,recall,specificity,balanced_accuracy,direction,threshold,tp,fp,tn,fn,n,c26_mean,c00_mean
phase_manual_mean,0.01061335079249214,0.6796116504854369,0.5540540540540541,0.5303030303030303,0.9459459459459459,0.16216216216216217,0.5540540540540541,low_is_2.6,0.8525212127521602,35,31,6,2,74,0.6944179668291138,0.7194116624502092
alignment_score_q25,0.007839688683110444,0.6796116504854369,0.5540540540540541,0.5303030303030303,0.9459459459459459,0.16216216216216217,0.5540540540540541,low_is_2.6,0.45384109460053473,35,31,6,2,74,0.13590391003951036,0.18013142923319125
alignment_score_high_low_ratio_0_6_0_4,0.0057492172172679806,0.6796116504854369,0.5540540540540541,0.5303030303030303,0.9459459459459459,0.16216216216216217,0.5540540540540541,low_is_2.6,2.925757564030978,35,31,6,2,74,1.826252642055484,1.9893153764556597
alignment_score_std,0.0037852805595688095,0.6796116504854369,0.5540540540540541,0.5303030303030303,0.9459459459459459,0.16216216216216217,0.5540540540540541,high_is_2.6,0.3910443415617078,35,31,6,2,74,0.4338175751980739,0.42982112055388416
phase_coding_mean,0.003269178040947126,0.6796116504854369,0.5540540540540541,0.5303030303030303,0.9459459459459459,0.16216216216216217,0.5540540540540541,high_is_2.6,0.48813114556084675,35,31,6,2,74,0.7943248148179488,0.7691815715422335
alignment_score_high_low_ratio_0_7_0_3,0.0027580142436076376,0.6796116504854369,0.5540540540540541,0.5303030303030303,0.9459459459459459,0.16216216216216217,0.5540540540540541,low_is_2.6,2.9791666537099797,35,31,6,2,74,1.9047075061015717,2.0193177232003827
alignment_score_high_rate_0_4,0.0025672957866796358,0.6796116504854369,0.5540540540540541,0.5303030303030303,0.9459459459459459,0.16216216216216217,0.5540540540540541,low_is_2.6,0.7518805561887394,35,31,6,2,74,0.626794274313897,0.6371399737425465
alignment_score_low_rate_0_4,0.0025672957866796353,0.6796116504854369,0.5540540540540541,0.5303030303030303,0.9459459459459459,0.16216216216216217,0.5540540540540541,high_is_2.6,0.24811944381126053,35,31,6,2,74,0.37320572568610294,0.36286002625745345
alignment_score_high_low_gap_0_9_0_5,0.0023802674743418632,0.6796116504854369,0.5540540540540541,0.5303030303030303,0.9459459459459459,0.16216216216216217,0.5540540540540541,low_is_2.6,0.43298653610771115,35,31,6,2,74,0.13857778495721143,0.15890576422363317
alignment_score_low_high_gap_0_5_0_9,0.0023802674743418632,0.6796116504854369,0.5540540540540541,0.5303030303030303,0.9459459459459459,0.16216216216216217,0.5540540540540541,high_is_2.6,-0.43298653610771115,35,31,6,2,74,-0.13857778495721143,-0.15890576422363317
alignment_score_low_rate_0_1,0.001559039593972146,0.6796116504854369,0.5540540540540541,0.5303030303030303,0.9459459459459459,0.16216216216216217,0.5540540540540541,high_is_2.6,0.17939646831156264,35,31,6,2,74,0.3038237398570922,0.29611822377010805
alignment_score_high_rate_0_1,0.0015590395939721234,0.6796116504854369,0.5540540540540541,0.5303030303030303,0.9459459459459459,0.16216216216216217,0.5540540540540541,low_is_2.6,0.8206035316884374,35,31,6,2,74,0.6961762601429078,0.7038817762298919
entry_alignment_score_max,0.02111414368528114,0.6792452830188679,0.5405405405405406,0.5217391304347826,0.972972972972973,0.10810810810810811,0.5405405405405406,high_is_2.6,0.9999994953982583,36,33,4,1,74,0.9999998073037158,0.9999992131515982
entry_alignment_score_q50,0.01190505477364829,0.6792452830188679,0.5405405405405406,0.5217391304347826,0.972972972972973,0.10810810810810811,0.5405405405405406,high_is_2.6,0.4837675749380943,36,33,4,1,74,0.6499674086317238,0.6753602046669099
entry_alignment_score_high_low_ratio_0_7_0_3,0.009406953021856988,0.6792452830188679,0.5405405405405406,0.5217391304347826,0.972972972972973,0.10810810810810811,0.5405405405405406,low_is_2.6,7.999999887000001,36,33,4,1,74,10395013.015731094,29848532.881412704
role_chief_product_officer_min,0.002520190606323274,0.6792452830188679,0.5405405405405406,0.5217391304347826,0.972972972972973,0.10810810810810811,0.5405405405405406,low_is_2.6,4.6539563774411725e-09,36,33,4,1,74,1.8913528859132053e-09,2.8980706752918565e-09
alignment_score_high_rate_0_2,0.0008422126973884116,0.6792452830188679,0.5405405405405406,0.5217391304347826,0.972972972972973,0.10810810810810811,0.5405405405405406,low_is_2.6,0.8177447552447552,36,33,4,1,74,0.6705379484242135,0.6763875071919636
alignment_score_low_rate_0_2,0.0008422126973884115,0.6792452830188679,0.5405405405405406,0.5217391304347826,0.972972972972973,0.10810810810810811,0.5405405405405406,high_is_2.6,0.18225524475524474,36,33,4,1,74,0.32946205157578645,0.3236124928080364
role_programmer_mean,0.0001092442855112743,0.6792452830188679,0.5405405405405406,0.5217391304347826,0.972972972972973,0.10810810810810811,0.5405405405405406,low_is_2.6,0.8275212977010561,36,33,4,1,74,0.6102291614292531,0.6130549227446866
phase_codereviewcomment_low_rate_0_5,0.025013545809664296,0.6788990825688073,0.527027027027027,0.5138888888888888,1.0,0.05405405405405406,0.527027027027027,high_is_2.6,0.08781362007168458,37,35,2,0,74,0.5623778285001195,0.47445668031997107
role_code_reviewer_low_rate_0_5,0.025013545809664296,0.6788990825688073,0.527027027027027,0.5138888888888888,1.0,0.05405405405405406,0.527027027027027,high_is_2.6,0.08781362007168458,37,35,2,0,74,0.5623778285001195,0.47445668031997107
entry_alignment_score_high_low_gap_0_6_0_4,0.025011513343213106,0.6788990825688073,0.527027027027027,0.5138888888888888,1.0,0.05405405405405406,0.527027027027027,low_is_2.6,0.8076923076923077,37,35,2,0,74,0.263983763983764,0.3327979077979078
entry_alignment_score_low_high_gap_0_4_0_6,0.025011513343213106,0.6788990825688073,0.527027027027027,0.5138888888888888,1.0,0.05405405405405406,0.527027027027027,high_is_2.6,-0.8076923076923077,37,35,2,0,74,-0.263983763983764,-0.3327979077979078
entry_alignment_score_low_rate_0_6,0.021799415102570486,0.6788990825688073,0.527027027027027,0.5138888888888888,1.0,0.05405405405405406,0.527027027027027,high_is_2.6,0.18681318681318682,37,35,2,0,74,0.44525294525294523,0.40807799557799557
entry_alignment_score_high_rate_0_6,0.02179941510257042,0.6788990825688073,0.527027027027027,0.5138888888888888,1.0,0.05405405405405406,0.527027027027027,low_is_2.6,0.8131868131868132,37,35,2,0,74,0.5547470547470548,0.5919220044220044
entry_alignment_score_low_rate_0_5,0.021586534397906528,0.6788990825688073,0.527027027027027,0.5138888888888888,1.0,0.05405405405405406,0.527027027027027,high_is_2.6,0.11538461538461539,37,35,2,0,74,0.36755766755766756,0.3339207339207339
entry_alignment_score_high_rate_0_5,0.021586534397906525,0.6788990825688073,0.527027027027027,0.5138888888888888,1.0,0.05405405405405406,0.527027027027027,low_is_2.6,0.8846153846153846,37,35,2,0,74,0.6324423324423324,0.666079266079266
phase_demandanalysis_min,0.016538108171985522,0.6788990825688073,0.527027027027027,0.5138888888888888,1.0,0.05405405405405406,0.527027027027027,low_is_2.6,1.156741474146603e-06,37,35,2,0,74,3.6299981180538173e-09,6.429841002326206e-07
entry_alignment_score_high_low_ratio_0_6_0_4,8.091929572934055e-05,0.6741573033707865,0.6081081081081081,0.5769230769230769,0.8108108108108109,0.40540540540540543,0.6081081081081081,low_is_2.6,2.9999999865,30,22,15,7,74,20790022.988862477,23166026.137194313
