score_key,direction,threshold,f1,precision,recall,specificity,accuracy,balanced_accuracy,tp,fp,tn,fn,n
alignment_score_high_rate_0_1,low_is_2.6,0.8254522373849571,0.47619047619047616,0.5769230769230769,0.40540540540540543,0.7027027027027027,0.5540540540540541,0.5540540540540541,15,11,26,22,74
alignment_score_high_rate_0_1,low_is_2.6,0.8288850624192854,0.46875,0.5555555555555556,0.40540540540540543,0.6756756756756757,0.5405405405405406,0.5405405405405406,15,12,25,22,74
alignment_score_high_rate_0_1,low_is_2.6,0.8346450029618346,0.46153846153846156,0.5357142857142857,0.40540540540540543,0.6486486486486487,0.527027027027027,0.5270270270270271,15,13,24,22,74
alignment_score_high_rate_0_1,low_is_2.6,0.8390932738758825,0.4545454545454546,0.5172413793103449,0.40540540540540543,0.6216216216216216,0.5135135135135135,0.5135135135135135,15,14,23,22,74
alignment_score_high_rate_0_1,low_is_2.6,0.8416381696792052,0.47761194029850745,0.5333333333333333,0.43243243243243246,0.6216216216216216,0.527027027027027,0.527027027027027,16,14,23,21,74
alignment_score_high_rate_0_1,low_is_2.6,0.8430350615946933,0.47058823529411764,0.5161290322580645,0.43243243243243246,0.5945945945945946,0.5135135135135135,0.5135135135135136,16,15,22,21,74
alignment_score_high_rate_0_1,low_is_2.6,0.8439975039600633,0.4927536231884059,0.53125,0.4594594594594595,0.5945945945945946,0.527027027027027,0.5270270270270271,17,15,22,20,74
alignment_score_high_rate_0_1,low_is_2.6,0.8453876800490346,0.5142857142857143,0.5454545454545454,0.4864864864864865,0.5945945945945946,0.5405405405405406,0.5405405405405406,18,15,22,19,74
alignment_score_high_rate_0_1,low_is_2.6,0.8485155195681511,0.5352112676056339,0.5588235294117647,0.5135135135135135,0.5945945945945946,0.5540540540540541,0.5540540540540541,19,15,22,18,74
alignment_score_high_rate_0_1,low_is_2.6,0.8540100250626566,0.5555555555555556,0.5714285714285714,0.5405405405405406,0.5945945945945946,0.5675675675675675,0.5675675675675675,20,15,22,17,74
alignment_score_high_rate_0_1,low_is_2.6,0.8577749683944373,0.5753424657534246,0.5833333333333334,0.5675675675675675,0.5945945945945946,0.581081081081081,0.5810810810810811,21,15,22,16,74
alignment_score_high_rate_0_1,low_is_2.6,0.8587337411652907,0.5675675675675675,0.5675675675675675,0.5675675675675675,0.5675675675675675,0.5675675675675675,0.5675675675675675,21,16,21,16,74
alignment_score_high_rate_0_1,low_is_2.6,0.8591076661310142,0.5599999999999999,0.5526315789473685,0.5675675675675675,0.5405405405405406,0.5540540540540541,0.5540540540540541,21,17,20,16,74
alignment_score_high_rate_0_1,low_is_2.6,0.8592070944183621,0.5526315789473685,0.5384615384615384,0.5675675675675675,0.5135135135135135,0.5405405405405406,0.5405405405405406,21,18,19,16,74
alignment_score_high_rate_0_1,low_is_2.6,0.8604472396925227,0.5714285714285715,0.55,0.5945945945945946,0.5135135135135135,0.5540540540540541,0.5540540540540541,22,18,19,15,74
alignment_score_high_rate_0_1,low_is_2.6,0.8619770303527482,0.5897435897435899,0.5609756097560976,0.6216216216216216,0.5135135135135135,0.5675675675675675,0.5675675675675675,23,18,19,14,74
alignment_score_high_rate_0_1,low_is_2.6,0.8647258538562886,0.6075949367088608,0.5714285714285714,0.6486486486486487,0.5135135135135135,0.581081081081081,0.5810810810810811,24,18,19,13,74
